F_UserName,User_nIdx,F_Comment,Label,TextLen
manami的吉他,1512,鲁迅写书的时候有钱吗 达芬奇画画的时候有钱吗 面筋哥登上梦之声唱烤面筋的时候还在捡破烂 太吾绘卷这种优秀的国产独立游戏登上steam之后制作组还在因为盗版的缘故每天亏损 他们都没钱可他们都是原创都值得尊敬 况且米哈游靠崩崩崩捞的钱都已经够做十个太吾绘卷圣女战棋 那么原创就必须有钱成立吗,3.0,143
manami的吉他,1512,别呀他们这种土炮可能都不知道去哪买ns买了可能也不会开机 网上淘宝个手柄套手机上去往和平精英就好了,3.0,49
manami的吉他,1512,挣钱也不难 那难道因为没钱就要去偷吗,3.0,18
PhoenixKira沈超,344,[偷笑] 你2个视频叠加 透明度百分之50 你会发现 动作都是一样的 这个还不算照搬算啥  原创喽,3.0,49
PhoenixKira沈超,344,有点一样嘛？ 不是把人物换了塞尔达 就完全一样嘛,3.0,24
为你著缨,2142,这不是讨论原神事件吗？,3.0,11
为你著缨,2142,米哈游没钱吗[吃瓜]天天ios榜单,3.0,17
为你著缨,2142,骗氪干了正事[思考][偷笑]比如？再出一款“借鉴”游戏？你的抄袭不如我的抄袭？,3.0,39
凉风Youx1n,2035,就单单只有你说的这两个抄了吗？,3.0,15
可以去你问,1923,连民间高手都算上了。,3.0,10
不高兴的unhappy,668,买个ns玩玩塞尔达，体验一下什么叫好玩的游戏，说不定最后算算会发现比玩这氪金游戏还花费少些……支持国产游戏没问题，但是我觉得至少是古剑奇谭3这样的游戏才值得支持！,3.0,81
洛书_Anson,124,再看看ui？,3.0,6
HA_HA_HA-,939,这叫有点一样？,3.0,7
阿熊爱吃瓜,2411,又不是说攀爬不要用手爬，只是连频率什么的都一模一样，别的游戏有攀爬的怎么就没人说抄袭就说了原神呢[吃瓜],3.0,52
暗影施法者-,1638,没钱就要抄袭？你傻卵二次元真实嗷,3.0,16
积乱云的涂鸦,1254,就好比英雄联盟出了个英雄蜘蛛技能是咬人，吐丝，吊天上，王者荣耀后来也出个蜘蛛，技能是咬人，吐丝，吊天上，别人说这技能看着都一样，你说蜘蛛咬人吐丝吊天上还能有什么不一样，咬人还有什么特殊咬法吗,3.0,95
积乱云的涂鸦,1254,这就是没有想象力不能原创的人的思维吧,3.0,18
鵺之梦,145,那你觉得所有游戏的奔跑，走路，甚至是你自己的走路都做都跟塞尔达一样呢？那你岂不也是没有原创能力，来个不一样的走路,3.0,56
鵺之梦,145,你来一个原创的攀爬动作，不要用手爬？,3.0,18
恶犬恶犬,1594,钱不难赚，去抄别人的东西就能赚卖妈钱了,3.0,19
黑暗膜法大祭司,1298,你玩过塞尔达就不会这么说了，市面上相似的游戏多了，但是我第一次看见这么不要脸的,3.0,39
Zzzeppelin,364,是什么让你产生了米哈游赚的钱少的错觉?,3.0,19
笑傲江湖李站长,1697,没钱就能抄？,3.0,6
闻人琅,1597,没钱就能抄袭拍，佛了[作揖],3.0,14
永冻豪宅,46,什么时候为了赚钱而抄袭都这么理直气壮了,3.0,19
岸边露全,2101,讲个笑话，崩坏三不赚钱,3.0,11
Canyougivemeonelastkiss,765,没钱就是抄袭的理由了[疑问]而且米哈游不赚钱[疑问],3.0,26
穷苦人63,2502,讲个笑话，崩崩崩不赚钱[二哈],3.0,15
穷苦人63,2502,米卫兵你来啦[喵喵],3.0,10
穷苦人63,2502,任天堂很难管到中国，而且法律是一回事，迷你世界没被判，但是大家都说他抄，,3.0,36
穷苦人63,2502,不是→_→，美术是可以判定抄袭的,3.0,16
穷苦人63,2502,这个PV就是照塞尔达PV3改的吧,3.0,16
穷苦人63,2502,人物确实不一样，但是这地图和环境，无力吐槽,3.0,21
ReIKiTsuNeNeGi,200,   手机玩家的钱真好赚？,3.0,13
热带雨林Ambition,2297,他不配和塞尔达沾边,3.0,9
oO土豆泥O,2409,这……有些地方一摸一样吧,3.0,12
oO土豆泥O,2409,在气死你之前我是不滚的[太开心][太开心],3.0,21
callme_Joker,802,有些?,3.0,3
忘玩,1372,这是来蹭塞尔达热度的嘛[doge],3.0,17
就叫青医生吧,1035,完全一样dou x,3.0,9
不会编曲的小菜月,2017,碧蓝幻想relink，海之号角2感觉画风都属于塞尔达卡通画风的，也可能是因为很多玩家喜欢这种画风的游戏吧！,3.0,53
钱德乔伊罗斯看球赛,1699,其实很多游戏都走这类画风,3.0,12
钱德乔伊罗斯看球赛,1699,育碧的渡神纪了解一下[可爱],3.0,14
钱德乔伊罗斯看球赛,1699,难道就塞尔达是动画风？ 游戏主要还是看一下内容和细节是不是一样 见识短 谁更加愚蠢？ 以后这类动画风会越来越多的 但是也会有更加优秀的 塞尔达差不多是开端 你微信多少 我给你发5元去买几颗绿箭 嚼一嚼 再出来讲话[微笑][可爱],3.0,114
脑浆蘑菇汤,1483,没错，就是一模一样[喵喵],3.0,13
还是看看远方的雪山吧,839,然而玩了塞尔达一个星期了，是真的雷同，雷同的地方也太多了，我看着是挺尴尬的,3.0,37
WarfarinAnalogue,498,如果是玩法的话应该也没办法抄，法律层面上是没问题的，就是pv一眼看上去相似到让玩家难以接受吧,3.0,46
WarfarinAnalogue,498,？很多元素都超级像啊…pv里那个波克布林和守护者即视感…包括地图感觉都很像,3.0,37
有时或,943,是啊Dn国服基本黄了[跪了]老狗也是新职业才回去练满级哭了。果子...流下第一个职业的眼泪[跪了],3.0,49
有时或,943,[跪了]他这个内容相似度不提，只是pv镜头那些真的巨像当时塞尔达的pv，就是那种节奏点。然后战斗技能，，我一个dn老狗看着就愤怒[摊手],3.0,68
穿拖鞋的烟,381,我还说隔壁王嫂像你妈呢！,3.0,12
憨憨白莲勿扰,1921,你怎么那么骚,3.0,6
憨憨白莲勿扰,1921,顶住为你打call,3.0,9
憨憨白莲勿扰,1921,真的很烦,3.0,4
憨憨白莲勿扰,1921,只希望不要有暴躁老哥来怼人,3.0,13
憨憨白莲勿扰,1921,没玩过塞尔达，什么也不敢说。什么也不敢问,3.0,20
憨憨白莲勿扰,1921,玩过龙之谷，职业什么的像,3.0,12
我妈说学做人要先听核,1480,有ns再说吧？微博里全是崩坏三阴阳师你跟我说你塞尔达600h？云玩家反串开始了,3.0,39
龙猫放弃涮羊肉,1020,hhhhhhhhhh，而且任天堂真要告还不一定能告赢，这pv都在打擦边球，大家心知肚明就好了，米哈游在这里碰瓷营销呢[doge],3.0,64
龙猫放弃涮羊肉,1020,塞尔达最牛批！（破音），确实也像龙之谷，我觉得是把这俩游戏合起来了，要把塞尔达完全照搬是不可能的，毕竟很难超越，但你不能说这就是画风一样而已，因为某些场景抄了这点我觉得没跑了，比如这pv最后那个桥，真得太像有人在上面拦着我跳桥的莫约里桥了[允悲],3.0,123
龙猫放弃涮羊肉,1020,因为大家说的都是pv，还有些场景相似，没说玩法，游戏还没出谁知道他玩法到底是什么样，有没有像开塔开神庙打神兽解迷宫找呀哈哈这样的内容，现在都是单从pv上谈的，确实有些地方很像了,3.0,88
龙猫放弃涮羊肉,1020,你这段话吓得我把我的塞尔达打开看了看，我以为我玩得是假的，它俩只有画风一样[二哈],3.0,41
灏帅,2376,那就行[挤眼]安心玩喽,3.0,11
灏帅,2376,我又没说策划良心[挖鼻]我是说美工啊,3.0,18
灏帅,2376,至少米哈游抄的良心[挤眼]管他呢，好玩就完事了，只要不被告，就是支持,3.0,34
路向南MR,558,我没有跟风，晒照片就想说我玩过塞尔达，我看宣传视频确实很像。感觉抄袭风很过分。说他抄袭不亏他,3.0,46
路向南MR,558,那我只想说我玩过，我感觉很像！,3.0,15
路向南MR,558,我说的剧情抄袭并不是全部剧情抄袭。比如里面的叫醒环节，然后到环视场景这不是？很不懂你为啥要维护一个抄袭 这有利于国家的创新发展？为什么都说他抄袭，自己不能想一下，那么多日式游戏为什么直说他抄袭？,3.0,97
路向南MR,558,神逻辑,3.0,3
路向南MR,558,对，你怎么不比一根一根的草。这里面的草的数量跟塞尔达不一样所以不是同一款游戏,3.0,38
路向南MR,558,你都不玩游戏么？四神兽，伞飞，剧情。那么多元素一起撞上去，还是动漫视角？,3.0,36
路向南MR,558,抄袭,3.0,2
你一笑如花,1539,你的脑回路可真清奇啊,3.0,10
太空报纸,2116,我抄我有理嗷[嘻嘻],3.0,10
petalchaser,738,6字真言，收了多少钱[嘻嘻],3.0,14
普通少年林克,676,你妈要几分熟的，直说吧[嘻嘻],3.0,15
小栗丸旬太郎,1116,？,3.0,1
红豆泥红豆泥,2340,那是自然，崩坏三缝合怪到现在不也好好的？法律体系不健全加上定义模糊，还不是想怎么抄怎么抄，谁愿意真香谁去...跟我没关系,3.0,60
红豆泥红豆泥,2340,不就是换一种语言翻译一遍嘛，米...米哈游的事儿，怎么能叫抄呢,3.0,31
红豆泥红豆泥,2340,你用C++写了我拿JAVA改一遍，代码绝对不一样[兔子],3.0,28
HelloSkyyy,1043,别再招黑了行吧,3.0,7
魔王的漫画书,1388,你来啦[doge],3.0,9
一只有梦想的狗纸,1499,塞尔达传说+尼尔机械纪元=原神[笑cry],3.0,21
MAKUKAISEI,229,还有鬼泣，尼尔，怪物猎人的即视感,3.0,16
小兔猫雨叶,1498,塞尔达玩家都哭了,3.0,8
林克尔desu,1865,亲，不是既视感，这就是个打了mod的劣化塞尔达[喵喵],3.0,27
灰色情感的我,2391,话说那些喷抄袭的人会不会玩呢？？？？[微笑]真好奇哦,3.0,26
灰色情感的我,2391,找啥存在感呢不玩假的东西为什么要搜原神呢，傻孩子,3.0,24
生活不易摆烂不止,1338,希望能抄的好一点,3.0,8
asukakksk,660,战斗模式，光影，贴图，特效，人物跑步姿势，环境，背景故事，太多塞尔达既视感了,3.0,38
asukakksk,660,说实话主要是这个它一跑，就觉得像塞尔达,3.0,19
等侑子的四一,762,一个648买两个塞尔达,3.0,11
·杨蘑菇·,1425,常见不代表正常,3.0,7
李琥珀的外八小短腿,1208,当然不会啦，因为我玩过更好玩的,3.0,15
马蹄轩,2447,塞尔达汉化,3.0,5
骑着蜗牛追海马,520,乱说，跑步是尼尔机械纪元,3.0,12
Clown1008,11,........你放心...绝对不会玩...,3.0,22
硬币9982号,1286,企鹅引进了国区ns，米哈游呢？塞尔达本土化?,3.0,22
Respect_SW,1013,别洗了 垃圾,3.0,6
Hi洪双喜,312,是没玩过塞尔达吗？,3.0,9
烧烤是只汪,1904,这叫喷？实话实说还弄的多委屈一样[笑cry],3.0,22
莉可没睡醒,1548,肯定有 不过绝大多数是去看笑话的 或者是去瞻仰到底有多烂的[doge],3.0,35
木一旦小,2372,对不起，真的不会哦[拜拜],3.0,13
大Diu儿,2185,人物的跑步姿势这个不太好创新啊[允悲][允悲],3.0,23
苟豁,2255,怎么不对塞尔达仁慈？[疑问],3.0,14
paxx21-,1290,您好 不会的,3.0,6
Epilogue_RA9,2189,几乎一模一样,3.0,6
古見硝子_,1727,好玩就玩 不好玩就不玩 一群人怎么优越起来了呢,3.0,23
焦糖-_-,158,楼下的二位是杠这网游而已，你理解成杠塞尔达了[doge],3.0,28
蜀黍今天也要努力,1547,向这位小姐姐安利塞尔达传说：旷野之息，是非常棒的游戏，邀请你加入我们[抱抱],3.0,38
男人的浪漫是剑风传奇,852,建议买一个ns，然后选择购买塞尔达，就可以提前玩到原神了，还不用担心流量，超棒呢[太开心],3.0,45
男人的浪漫是剑风传奇,852,[doge]求求你别玩任天堂，你也不想想是谁不配,3.0,24
看我弹死你这个猪皮,1257,我的mini5已经饥渴难耐[馋嘴][馋嘴],3.0,21
山楂制品琪琪子,731,骂人不用回两条的嗷[二哈]评论里没看到你道歉误伤了说声sorry[二哈]大家都是愉快的网上冲浪没必要互相问候妈妈的[嘻嘻],3.0,61
山楂制品琪琪子,731,摸摸你[跪了]怎么杠精到哪里都能杠，真的很败好感,3.0,24
山楂制品琪琪子,731,你去别人啥都没讲的层里杠人家还有理了吗…[嘻嘻],3.0,24
淐馮,2435,唉嘿，我觉得在微博里逛逛，然后投诉一下那些素质低下的人还挺有趣的，只是不知道投诉有没有用，毕竟我一般不玩微博[doge]。,3.0,61
